Comment_number,User_number,Date_of_comment,Proof_of_payment,Platform_ID,Platform,Nested_comment,Rating,Comment,comment_clean,date,time_of_comment,year,month,month_year,week_day,week_day_name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63289,15214,2014-01-20 18:39:19,0,5730,TextCashNetwork,0,1,"Bonjour, <br />
<br />
J'avais démarré avec Textcashnetwork puis j'ai vite compris que c'était une arnaque, cf mes messages. C'était inévitable.<br />
<br />
C'est d'ailleurs dommage pour le domaine des sms rémunérés, mais je suis persuadé qu'il y a quelques chose à faire dans ce domaine. Avis aux créateurs d'entreprises ;)<br />
<br />
Salutations","Bonjour,   J'avais démarré avec Textcashnetwork puis j'ai vite compris que c'était une arnaque, cf mes messages. C'était inévitable.  C'est d'ailleurs dommage pour le domaine des sms rémunérés, mais je suis persuadé qu'il y a quelques chose à faire dans ce domaine. Avis aux créateurs d'entreprises ;)  Salutations",2014-01-20,2020-05-09 18:39:19,2014,1,2014-01,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63369,28121,2014-01-22 03:03:08,0,9781,horusgame.fr,0,1,"Alors voilà,pour moi le site n'est pas sérieux parce que : <br />
<br />
1)J'ai gagner un lecteur MP3 Sansa Clip 4Go le 11 juin 2013 que je n'ai jamais reçu(alors que normalement ils envoient les cadeaux en 90 jours maximum).<br />
<br />
2)J'ai envoyé plusieurs mails pour demander quand je le recevrai.Au début,on me disait que suite au mauvais résultats du site,ils ont décider une refonte totale de celui-ci et donc ont retardés l'envoi des cadeaux.<br />
<br />
3)Depuis 1 ou 2 mois,je leur ai envoyé une dizaine de mails et je n'ai toujours pas eu de réponses de leur part.<br />
<br />
Ce que je ne comprends toujours pas c'est pourquoi il me répondaient au début et puis maintenant plus rien.Cela est bien dommage car le site en lui même est plutôt plaisant.<br />
","Alors voilà,pour moi le site n'est pas sérieux parce que :   1)J'ai gagner un lecteur MP3 Sansa Clip 4Go le 11 juin 2013 que je n'ai jamais reçu(alors que normalement ils envoient les cadeaux en 90 jours maximum).  2)J'ai envoyé plusieurs mails pour demander quand je le recevrai.Au début,on me disait que suite au mauvais résultats du site,ils ont décider une refonte totale de celui-ci et donc ont retardés l'envoi des cadeaux.  3)Depuis 1 ou 2 mois,je leur ai envoyé une dizaine de mails et je n'ai toujours pas eu de réponses de leur part.  Ce que je ne comprends toujours pas c'est pourquoi il me répondaient au début et puis maintenant plus rien.Cela est bien dommage car le site en lui même est plutôt plaisant. ",2014-01-22,2020-05-09 03:03:08,2014,1,2014-01,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70037,26623,2014-04-28 23:40:37,1,3222,Plopkdo,0,1,"payement ultra rapide<br />
<br />
 28 avr 2014   Remarque sur la transactionVotre web Dylan<br />
Votre web Dylan<br />
 Paiement de <br />
Dylan Waebber   <br />
<br />
Terminé <br />
Détails Paiement de Dylan Waebber 3W440313Y2385004H   ?10,00 ?0,00 ?10,00 EUR <br />
<br />
<br />
26 avr 2014   Remarque sur la transactionVotre web Dylan<br />
Votre web Dylan<br />
 Paiement de <br />
Dylan Waebber   <br />
<br />
Terminé <br />
Détails Paiement de Dylan Waebber 00M9604141880374S   ?10,00 ?0,00 ?10,00 EUR <br />
<br />
<br />
 | Edit. : 09/05/2014 23:32:07<br />
<br />
ANCIEN WEB Dylan OK PLOPKDO.CH<br />
RE RE NOUVEAU PLOPKDO.COM JAMAIS RECU DE REEL CADEAUX DONC MODIF DE MON OPIGNON DE SITE<span class=editCom> | Edit. : 09/05/2014 23:33:06</span>","payement ultra rapide   28 avr 2014   Remarque sur la transactionVotre web Dylan Votre web Dylan  Paiement de  Dylan Waebber     Terminé  Détails Paiement de Dylan Waebber 3W440313Y2385004H   ?10,00 ?0,00 ?10,00 EUR    26 avr 2014   Remarque sur la transactionVotre web Dylan Votre web Dylan  Paiement de  Dylan Waebber     Terminé  Détails Paiement de Dylan Waebber 00M9604141880374S   ?10,00 ?0,00 ?10,00 EUR     | Edit. : 09/05/2014 23:32:07  ANCIEN WEB Dylan OK PLOPKDO.CH RE RE NOUVEAU PLOPKDO.COM JAMAIS RECU DE REEL CADEAUX DONC MODIF DE MON OPIGNON DE SITE | Edit. : 09/05/2014 23:33:06",2014-04-28,2020-05-09 23:40:37,2014,4,2014-04,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63416,4151,2014-01-23 10:15:15,0,9173,20DollarsPTC,0,1,Le site semble fermé.,Le site semble fermé.,2014-01-23,2020-05-09 10:15:15,2014,1,2014-01,3,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63431,28152,2014-01-23 14:34:58,0,15,KREALINKS,0,1,"Je confirme que loonéo ne récompense plus ses membres. Les derniers chèques cadeaux concernaient mai et juin 2013, réglés en retard en septembre 2013. Plus rien depuis.","Je confirme que loonéo ne récompense plus ses membres. Les derniers chèques cadeaux concernaient mai et juin 2013, réglés en retard en septembre 2013. Plus rien depuis.",2014-01-23,2020-05-09 14:34:58,2014,1,2014-01,3,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65032,25794,2014-02-18 06:06:15,0,6900,Sponsokdo,0,1,this site is on the top list but not paying?seriously?,this site is on the top list but not paying?seriously?,2014-02-18,2020-05-09 06:06:15,2014,2,2014-02,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73264,24449,2014-06-04 17:03:40,0,9674,RevolutionPTC,0,1,"Bonjour,<br />
<br />
Lorsqu'un site ferme en payant ses membres, on peut lui accorder le statut "" Fermer ""<br />
Lorsqu'un site ferme en ne payant pas ses membres, on doit lui accorder le statut "" Arnaque ""<br />
<br />
Merci de faire attention !<br />
Cédric","Bonjour,  Lorsqu'un site ferme en payant ses membres, on peut lui accorder le statut "" Fermer "" Lorsqu'un site ferme en ne payant pas ses membres, on doit lui accorder le statut "" Arnaque ""  Merci de faire attention ! Cédric",2014-06-04,2020-05-09 17:03:40,2014,6,2014-06,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65031,25794,2014-02-18 06:03:23,1,6900,Sponsokdo,0,1,NBR please remove this site on your SERIOUS list this site is now SCAM.,NBR please remove this site on your SERIOUS list this site is now SCAM.,2014-02-18,2020-05-09 06:03:23,2014,2,2014-02,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65014,25595,2014-02-17 18:58:16,0,6900,Sponsokdo,0,1,"Pitoyable je vois tant de gens ce plaindre et nbr laisse en SERIEUX, j'ai envie de dire : vous êtes sérieux de ne pas changer le statut du site ? Vous voulez que encore + de personnes ce fasse pigeonner ?","Pitoyable je vois tant de gens ce plaindre et nbr laisse en SERIEUX, j'ai envie de dire : vous êtes sérieux de ne pas changer le statut du site ? Vous voulez que encore + de personnes ce fasse pigeonner ?",2014-02-17,2020-05-09 18:58:16,2014,2,2014-02,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63533,8677,2014-01-25 12:07:25,0,90,binbango,0,1,"ce site n'était déjà pas terrible, il fallait une éternité pour gagner des cadeaux symboliques et minables, grâce à des jeux tout aussi minables.<br />
Avec leur nouveau système d'enchères, il devient impossible de gagner quoi que ce soit.<br />
Ils viennent de se faire hara-kiri.","ce site n'était déjà pas terrible, il fallait une éternité pour gagner des cadeaux symboliques et minables, grâce à des jeux tout aussi minables. Avec leur nouveau système d'enchères, il devient impossible de gagner quoi que ce soit. Ils viennent de se faire hara-kiri.",2014-01-25,2020-05-09 12:07:25,2014,1,2014-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63535,8677,2014-01-25 12:24:46,0,90,binbango,0,1,"extrait du règlement: <br />
""La liste des lots offerts et les modalités d?obtention y sont disponibles à tout moment. L'organisateur se réserve le droit de modifier celles-ci, ou de retirer provisoirement ou définitivement la possibilité d'obtenir des lots, sans préavis et à tout moment.""<br />
<br />
Vu la mentalité de la société qui gère ce site (SARL VINCLER CONCEPTIONS), il vaut mieux éviter tous les sites de jeux gérés par cette société, à savoir: <br />
CUBIC-CREATURES.COM (SUR DOJEUX)<br />
CARTOZOMBIE.COM (SUR DOJEUX)<br />
DOJEUX.COM <br />
CARTOHERO.COM (SUR DOJEUX)<br />
CADEAUX-POKER.COM <br />
FORTRESSMAKER.COM (SUR DOJEUX) <br />
MEDIEVALCLASH.COM <br />
CREATURES-FIGHT.COM <br />
MECHACLASH.COM (SUR DOJEUX)<br />
CARTOWARS.COM <br />
CARTOSORT.COM <br />
ETHERFALL.COM ","extrait du règlement:  ""La liste des lots offerts et les modalités d?obtention y sont disponibles à tout moment. L'organisateur se réserve le droit de modifier celles-ci, ou de retirer provisoirement ou définitivement la possibilité d'obtenir des lots, sans préavis et à tout moment.""  Vu la mentalité de la société qui gère ce site (SARL VINCLER CONCEPTIONS), il vaut mieux éviter tous les sites de jeux gérés par cette société, à savoir:  CUBIC-CREATURES.COM (SUR DOJEUX) CARTOZOMBIE.COM (SUR DOJEUX) DOJEUX.COM  CARTOHERO.COM (SUR DOJEUX) CADEAUX-POKER.COM  FORTRESSMAKER.COM (SUR DOJEUX)  MEDIEVALCLASH.COM  CREATURES-FIGHT.COM  MECHACLASH.COM (SUR DOJEUX) CARTOWARS.COM  CARTOSORT.COM  ETHERFALL.COM ",2014-01-25,2020-05-09 12:24:46,2014,1,2014-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63540,26002,2014-01-25 13:14:36,0,90,binbango,0,1,"Bonjour, Merci toudou15 pour ton points de vu car ce site est devenu une pure arnaque !<br />
il mérite donc bien son statut douteux et j?espère que nous le verrons bientôt en statut arnaque afin que d'autres joueurs ne se fassent pas avoir !<br />
Bonne continuation<br />
","Bonjour, Merci toudou15 pour ton points de vu car ce site est devenu une pure arnaque ! il mérite donc bien son statut douteux et j?espère que nous le verrons bientôt en statut arnaque afin que d'autres joueurs ne se fassent pas avoir ! Bonne continuation ",2014-01-25,2020-05-09 13:14:36,2014,1,2014-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63553,28199,2014-01-25 15:44:50,0,10765,QuickBux,0,1,"Bonjour<br />
<br />
Franchement il suffit de se rendre sur le forum de QuickBux pour comprendre qu'il s'agit d'un SCAM.<br />
<br />
Il paie quelques membres.<br />
Et bannis a tour de bras les membres qui reclament leurs paiements en attente depuis longtemps.<br />
Pour soit disant: violating the Terms Of Service.<br />
<br />
<br />
Vérifier, allez sur le forum et ouvrez tout les posts, compter le nombre bannis.<span class=editCom> | Edit. : 25/01/2014 15:48:22</span>","Bonjour  Franchement il suffit de se rendre sur le forum de QuickBux pour comprendre qu'il s'agit d'un SCAM.  Il paie quelques membres. Et bannis a tour de bras les membres qui reclament leurs paiements en attente depuis longtemps. Pour soit disant: violating the Terms Of Service.   Vérifier, allez sur le forum et ouvrez tout les posts, compter le nombre bannis. | Edit. : 25/01/2014 15:48:22",2014-01-25,2020-05-09 15:44:50,2014,1,2014-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70021,28405,2014-04-28 19:41:29,0,11489,likeflow,0,1,c'est nul  ya que des robots<span class=editCom> | Edit. : 04/05/2014 14:02:40</span>,c'est nul  ya que des robots | Edit. : 04/05/2014 14:02:40,2014-04-28,2020-05-09 19:41:29,2014,4,2014-04,Monday,Monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63574,8945,2014-01-25 20:47:25,0,10765,QuickBux,0,1,"En effet  jg1000 semble a être le seul a réussir à se faire payer, sans doute grâce à son upgrade.<br />
<br />
Pour ma part, toujours pas reçu mon paiement, ni de réponse au ticket. Et rien que cela, ça me suffit pour ne plus perdre de temps avec ce site. <br />
<br />
A FUIRE !!!  SCAM !!!","En effet  jg1000 semble a être le seul a réussir à se faire payer, sans doute grâce à son upgrade.  Pour ma part, toujours pas reçu mon paiement, ni de réponse au ticket. Et rien que cela, ça me suffit pour ne plus perdre de temps avec ce site.   A FUIRE !!!  SCAM !!!",2014-01-25,2020-05-09 20:47:25,2014,1,2014-01,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63580,21860,2014-01-26 00:33:26,0,10425,platinumtask,0,1,"site disparu depuis 1 semaine , je crois que c'est cuit","site disparu depuis 1 semaine , je crois que c'est cuit",2014-01-26,2020-05-09 00:33:26,2014,1,2014-01,6,Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63763,27997,2014-01-28 17:38:08,0,5027,quickbuxx,0,1,site hors ligne,site hors ligne,2014-01-28,2020-05-09 17:38:08,2014,1,2014-01,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63800,28279,2014-01-29 15:34:09,0,681,GlobalTestMarket,0,1,"Un site 100% douteux<br />
Ce site vous envoie des sondages auxquels vous répondez<br />
Et après un quart d'heure passé a répondre a 50 pages de questions<br />
Comme par hasard vous étés éjectés parce ce que vous ne correspondez pas au profil<br />
Faut il 50 pages de questions pour cibler le profil recherché<br />
Dans le genre je propose des sondages sans rien payer : 100% arnaques<br />
Quand aux tickets de loterie, c'est le procédé idéal, pour faire croire à un tirage au sort totalement inexistant dont les conditions ne sont jamais expliquées.<br />
","Un site 100% douteux Ce site vous envoie des sondages auxquels vous répondez Et après un quart d'heure passé a répondre a 50 pages de questions Comme par hasard vous étés éjectés parce ce que vous ne correspondez pas au profil Faut il 50 pages de questions pour cibler le profil recherché Dans le genre je propose des sondages sans rien payer : 100% arnaques Quand aux tickets de loterie, c'est le procédé idéal, pour faire croire à un tirage au sort totalement inexistant dont les conditions ne sont jamais expliquées. ",2014-01-29,2020-05-09 15:34:09,2014,1,2014-01,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63850,26222,2014-01-30 16:15:36,0,10645,lcnclix,0,1,Perso je ne peu pas acceder au site je pense fermé !<span class=editCom> | Edit. : 30/01/2014 16:16:07</span>,Perso je ne peu pas acceder au site je pense fermé ! | Edit. : 30/01/2014 16:16:07,2014-01-30,2020-05-09 16:15:36,2014,1,2014-01,3,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64304,20992,2014-02-05 12:52:43,0,9231,earn-on,0,1,"3&euro; de perdus avec ce site ! Faut vraiment faire attention à ce genre de sites : ils se ressemblent tous avec un script super étincelant, fonctionnel, graphiquement beau ...<br />
<br />
Mais c'est toujours la même chose, une fois que le payout augmente, c'est mauvais signe ...","3€ de perdus avec ce site ! Faut vraiment faire attention à ce genre de sites : ils se ressemblent tous avec un script super étincelant, fonctionnel, graphiquement beau ...  Mais c'est toujours la même chose, une fois que le payout augmente, c'est mauvais signe ...",2014-02-05,2020-05-09 12:52:43,2014,2,2014-02,2,Wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64493,28480,2014-02-08 03:52:36,0,7121,Galactikdo,0,1,"il viennent de changer leur site et rien en boutique...pfff     non vraiment pas à faire ce site ...c'est nul à faire savoir...pourquoi tant de site qui ne servent à rien ....<br />
",il viennent de changer leur site et rien en boutique...pfff     non vraiment pas à faire ce site ...c'est nul à faire savoir...pourquoi tant de site qui ne servent à rien .... ,2014-02-08,2020-05-09 03:52:36,2014,2,2014-02,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64569,21860,2014-02-08 20:04:21,0,10117,giftgpt,0,1,"site qui paye pas <br />
<br />
en attente d'un paiement depuis 10 jours , contacter le webmaster il y a 6 jours, reçu aucune réponse ","site qui paye pas   en attente d'un paiement depuis 10 jours , contacter le webmaster il y a 6 jours, reçu aucune réponse ",2014-02-08,2020-05-09 20:04:21,2014,2,2014-02,5,Saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64722,13973,2014-02-11 16:05:06,0,4401,PenduQuiz,0,1,"1- Le site offre 45 jetons gratuits par jour<br />
2- Si on se limite à ces jetons gratuits, il faut des mois et des mois pour postuler à un paiement de 10&euro;. J'y suis parvenu, en ayant acheté des jetons.<br />
3- Lors de la demande de paiement, on vous demande des preuves de votre identité et de votre domicile. J'ai fourni ces preuves, et il était bien entendu que l'on ne me demanderait plus ces preuves à l'avenir. De plus, les paiements seraient accélérés.<br />
4- le 5 janvier 2014, je demande un deuxième paiement de 10&euro;.<br />
Réponse : comme il s'agit de votre premier paiement......<br />
Et on me demande de fournir les preuves d'identité et de domiciliation déjà envoyées.<br />
5- J'ai envoyé plusieurs e-mails à la rubrique ""contacts"", on ne m'a pas répondu.<br />
Pour moi, ce site n'est pas sérieux, c'est une ""pompe à fric"". <br />
 ","1- Le site offre 45 jetons gratuits par jour 2- Si on se limite à ces jetons gratuits, il faut des mois et des mois pour postuler à un paiement de 10€. J'y suis parvenu, en ayant acheté des jetons. 3- Lors de la demande de paiement, on vous demande des preuves de votre identité et de votre domicile. J'ai fourni ces preuves, et il était bien entendu que l'on ne me demanderait plus ces preuves à l'avenir. De plus, les paiements seraient accélérés. 4- le 5 janvier 2014, je demande un deuxième paiement de 10€. Réponse : comme il s'agit de votre premier paiement...... Et on me demande de fournir les preuves d'identité et de domiciliation déjà envoyées. 5- J'ai envoyé plusieurs e-mails à la rubrique ""contacts"", on ne m'a pas répondu. Pour moi, ce site n'est pas sérieux, c'est une ""pompe à fric"".   ",2014-02-11,2020-05-09 16:05:06,2014,2,2014-02,1,Tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
